Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONEA_LIVING:Zone People Occupant Count [](Hourly),ZONEB_BEDROOM:Zone People Occupant Count [](Hourly),ZONEA_WIN_S_L:Surface Window Heat Gain Rate [W](Hourly),ZONEA_WIN_S_L:Surface Window Heat Loss Rate [W](Hourly),ZONEA_WIN_S_L:Surface Window Heat Gain Energy [J](Hourly),ZONEA_WIN_S_L:Surface Window Heat Loss Energy [J](Hourly),ZONEA_WIN_S_R:Surface Window Heat Gain Rate [W](Hourly),ZONEA_WIN_S_R:Surface Window Heat Loss Rate [W](Hourly),ZONEA_WIN_S_R:Surface Window Heat Gain Energy [J](Hourly),ZONEA_WIN_S_R:Surface Window Heat Loss Energy [J](Hourly),ZONEB_WIN_N:Surface Window Heat Gain Rate [W](Hourly),ZONEB_WIN_N:Surface Window Heat Loss Rate [W](Hourly),ZONEB_WIN_N:Surface Window Heat Gain Energy [J](Hourly),ZONEB_WIN_N:Surface Window Heat Loss Energy [J](Hourly),ZONEA_WALL_S:Surface Inside Face Temperature [C](Hourly),ZONEA_WALL_S:Surface Outside Face Temperature [C](Hourly),ZONEA_WALL_S:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_S:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_S:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_E:Surface Inside Face Temperature [C](Hourly),ZONEA_WALL_E:Surface Outside Face Temperature [C](Hourly),ZONEA_WALL_E:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_E:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_E:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_W:Surface Inside Face Temperature [C](Hourly),ZONEA_WALL_W:Surface Outside Face Temperature [C](Hourly),ZONEA_WALL_W:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_W:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_W:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_N_INT:Surface Inside Face Temperature [C](Hourly),ZONEA_WALL_N_INT:Surface Outside Face Temperature [C](Hourly),ZONEA_WALL_N_INT:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_N_INT:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WALL_N_INT:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_FLOOR:Surface Inside Face Temperature [C](Hourly),ZONEA_FLOOR:Surface Outside Face Temperature [C](Hourly),ZONEA_FLOOR:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_FLOOR:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_FLOOR:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_ROOF:Surface Inside Face Temperature [C](Hourly),ZONEA_ROOF:Surface Outside Face Temperature [C](Hourly),ZONEA_ROOF:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_ROOF:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_ROOF:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEA_WIN_S_L:Surface Inside Face Temperature [C](Hourly),ZONEA_WIN_S_L:Surface Outside Face Temperature [C](Hourly),ZONEA_WIN_S_R:Surface Inside Face Temperature [C](Hourly),ZONEA_WIN_S_R:Surface Outside Face Temperature [C](Hourly),ZONEB_WALL_N:Surface Inside Face Temperature [C](Hourly),ZONEB_WALL_N:Surface Outside Face Temperature [C](Hourly),ZONEB_WALL_N:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_N:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_N:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_E:Surface Inside Face Temperature [C](Hourly),ZONEB_WALL_E:Surface Outside Face Temperature [C](Hourly),ZONEB_WALL_E:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_E:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_E:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_W:Surface Inside Face Temperature [C](Hourly),ZONEB_WALL_W:Surface Outside Face Temperature [C](Hourly),ZONEB_WALL_W:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_W:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_W:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_S_INT:Surface Inside Face Temperature [C](Hourly),ZONEB_WALL_S_INT:Surface Outside Face Temperature [C](Hourly),ZONEB_WALL_S_INT:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_S_INT:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WALL_S_INT:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_FLOOR:Surface Inside Face Temperature [C](Hourly),ZONEB_FLOOR:Surface Outside Face Temperature [C](Hourly),ZONEB_FLOOR:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_FLOOR:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_FLOOR:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_ROOF:Surface Inside Face Temperature [C](Hourly),ZONEB_ROOF:Surface Outside Face Temperature [C](Hourly),ZONEB_ROOF:Surface Inside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_ROOF:Surface Outside Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_ROOF:Surface Average Face Conduction Heat Transfer Energy [J](Hourly),ZONEB_WIN_N:Surface Inside Face Temperature [C](Hourly),ZONEB_WIN_N:Surface Outside Face Temperature [C](Hourly),ZONEA_LIVING:Zone Mean Air Temperature [C](Hourly),ZONEA_LIVING:Zone Operative Temperature [C](Hourly),ZONEB_BEDROOM:Zone Mean Air Temperature [C](Hourly),ZONEB_BEDROOM:Zone Operative Temperature [C](Hourly),ZONEA_LIVING:Zone Infiltration Sensible Heat Loss Energy [J](Hourly),ZONEA_LIVING:Zone Infiltration Sensible Heat Gain Energy [J](Hourly),ZONEA_LIVING:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),ZONEA_LIVING:Zone Infiltration Mass [kg](Hourly),ZONEA_LIVING:Zone Infiltration Air Change Rate [ach](Hourly),ZONEB_BEDROOM:Zone Infiltration Sensible Heat Loss Energy [J](Hourly),ZONEB_BEDROOM:Zone Infiltration Sensible Heat Gain Energy [J](Hourly),ZONEB_BEDROOM:Zone Infiltration Current Density Volume Flow Rate [m3/s](Hourly),ZONEB_BEDROOM:Zone Infiltration Mass [kg](Hourly),ZONEB_BEDROOM:Zone Infiltration Air Change Rate [ach](Hourly),ZONEA_LIVING:Zone Mean Radiant Temperature [C](Hourly),ZONEA_LIVING:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONEB_BEDROOM:Zone Mean Radiant Temperature [C](Hourly),ZONEB_BEDROOM:Zone Thermostat Heating Setpoint Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Monthly) 
 01/01  01:00:00,0.4583333333333333,0.0,2.0,0.0,121.44404456745643,0.0,437198.5604428431,0.0,121.44404456745694,0.0,437198.56044284505,0.0,163.95915536333877,0.0,590252.9593080195,15.502524228482349,-1.5192610366747117,208379.60504145213,352688.5033483428,-72154.44915344528,15.425884321492186,-1.5809903997948112,229362.20995230376,283902.21423203516,-27270.00213986566,15.40757585322961,-1.7535880811627436,218069.59063883495,265001.96482741105,-23466.187094288034,15.902961732289725,15.684072161890105,649669.2997351006,136953.5618035029,256357.8689657988,13.753017726155775,9.867000000000003,-2442465.847202993,3592648.105243978,-3017556.9762234855,14.400031950686612,-4.894241994150108,-1583219.6236016452,3697147.700574696,-2640183.6620881706,11.020596203813454,2.1826932243881267,11.020596203813398,2.182693224388108,14.987663100375164,-1.738039410074257,-441780.6939708092,185832.5697504221,-313806.6318606156,14.944173044360143,-1.6484230081626905,-216004.6232890975,120923.10856669737,-168463.8659278974,14.92607040638467,-1.824045215516054,-222032.67815295735,111631.4412989791,-166832.05972596823,15.684072161890105,15.902961732289725,136953.56180737668,649669.2997310058,-256357.8689618146,13.923171943869468,9.867000000000003,-1487151.55637035,1212718.3531362507,-1349934.9547533004,14.885638567855544,-4.967414116706204,-890718.9472681212,1775767.4378300405,-1333243.192549081,11.200711916549295,2.1689051057668585,16.616039330993264,15.577020950499561,18.0,16.346410170771154,341211.2859126555,0.0,0.004873997408552161,21.04585908996476,0.07310996112828243,221223.6213551171,0.0,0.0029042725530550625,12.520954142130932,0.08712817659165188,14.538002570005865,16.0,14.692820341542308,18.0,4825782.915135281,0.0 
 01/01  02:00:00,1.2666666666666666,0.0,2.0,0.0,109.12700693359803,0.0,392857.2249609529,0.0,109.12700693359785,0.0,392857.2249609523,0.0,157.47868228751983,0.0,566923.2562350715,14.258322594823971,-1.0755667344487267,17666.2372616336,217298.37849527062,-99816.0706168185,14.183187160518138,-1.1004374702766826,7589.385033311279,140044.2858406972,-66227.45040369296,14.16486057063304,-1.2911179087699052,-3961.5445378973127,119498.23012988146,-61729.88733388938,15.26074539623056,15.694102798027245,847428.9714817728,131296.7332129647,358066.11913440406,13.104441891566625,9.867000000000003,-1919569.6451909642,3541093.3575217295,-2730331.5013563465,13.533131262451171,-4.775918676130071,-1622445.6301730121,2936426.2033477677,-2279435.91676039,10.400046600622877,2.4746377847696976,10.400046600622838,2.4746377847696976,15.015414549957029,-1.2509689176419856,-431710.2463478259,45222.004459411706,-238466.12540361885,14.975806674368734,-1.1683475238217207,-210859.59772430875,48669.09491021047,-129764.3463172596,14.958369136250077,-1.3619814572018463,-216660.72111027478,38503.66420041757,-127582.19265534618,15.694102798027245,15.26074539623056,131296.73321676682,847428.9714776801,-358066.11913045665,13.943918661942815,9.867000000000003,-1485705.2096470606,1251455.4513761145,-1368580.3305115877,14.898851030422785,-4.848010099485833,-894817.0474316523,1396858.490674459,-1145837.7690530554,11.387098805512892,2.7306931557814855,16.00000000000007,14.836137856567921,18.0,16.35905160107796,297553.05502293713,0.0,0.004636402955460382,19.997884810498512,0.06954604433190574,201071.21413069902,0.0,0.0027703086502585926,11.897475773334559,0.08310925950775777,13.672275713135768,16.0,14.718103202155921,18.0,6831637.4621436,0.0 
 01/01  03:00:00,0.8083333333333332,0.0,2.0,0.0,110.46350078244167,0.0,397668.60281679,0.0,110.46350078244193,0.0,397668.6028167908,0.0,161.04557669145294,0.0,579764.0760892306,13.735073586002827,-1.0358812134814384,-167230.16543055163,492062.7990078459,-329646.4822191988,13.664887072074984,-1.0533322643737255,-202658.19215369198,481085.0024638635,-341871.5973087778,13.647504988658214,-1.240314464107598,-213870.85142802045,445305.55416653503,-329588.2027972777,14.933015454806261,15.617294691038103,756129.3741629943,78894.41322901803,338617.4804669881,12.913889979053877,9.867000000000003,-1823181.4817824238,3393301.2499098964,-2608241.36584616,13.33336943718283,-4.9097440530460785,-1628487.9169236203,4069231.2193927886,-2848859.5681582047,10.145839580363372,2.1292800338967957,10.145839580363315,2.1292800338967672,15.016040982025926,-1.2013533572092816,-420862.03756065154,391800.20518671174,-406331.1213736816,14.977027789227895,-1.1229339329907784,-205110.1834572396,219588.02865702525,-212349.10605713242,14.960257778158079,-1.3128303497596614,-210688.83676571387,201797.04576301004,-206242.94126436196,15.617294691038103,14.933015454806261,78894.41323283041,756129.374159012,-338617.4804630908,13.936213708278308,9.867000000000003,-1472816.1077808463,1285685.9577304618,-1379251.032755654,14.88096994133602,-4.979605564200366,-897003.0268319724,1968855.9745203333,-1432929.5006761528,11.281043795297242,2.4334410589598954,16.0,14.688351204528482,18.0,16.347226290790445,248919.26501417946,0.0,0.0037586941013681326,16.223005733975505,0.056380411520521985,167595.00868552874,0.0,0.00224977376660033,9.651661639200615,0.06749321299800991,13.376702409056966,16.0,14.694452581580897,18.0,7401459.623173879,0.0 
 01/01  04:00:00,0.48333333333333334,0.0,2.0,0.0,112.024585632278,0.0,403288.5082762008,0.0,112.02458563227869,0.0,403288.50827620324,0.0,163.88212397777016,0.0,589975.6463199726,13.512744331003576,-1.1396963126274133,-240833.02308389635,595672.7404277798,-418252.88175583805,13.445316867724673,-1.1546879453951666,-285458.8433387416,606561.2509321341,-446010.04713543784,13.428808163657571,-1.3344564244073318,-296195.4150711766,569913.274765588,-433054.34491838235,14.724588177263144,15.510460141685053,672186.620111415,8754.5577841247,331716.0311636452,12.811867168242037,9.867000000000003,-1795874.3295911802,3200035.402698421,-2497954.8661448006,13.235532341190273,-5.030774736727748,-1631084.6219218518,4291554.539574254,-2961319.580748053,9.99103608031289,1.857879507073136,9.991036080312824,1.857879507073136,14.998497368352085,-1.2998410506898883,-415186.9955405853,519182.12154259346,-467184.55854158936,14.959004382563167,-1.2252524229029784,-202416.25662757372,282073.6696822795,-242244.9631549266,14.942886473969997,-1.4079914290447089,-207780.6452393982,263919.1150325546,-235849.88013597642,15.510460141685053,14.724588177263144,8754.557787802014,672186.6201076437,-331716.03115992085,13.918477403928462,9.867000000000003,-1457460.2216132716,1314574.696443086,-1386017.459028179,14.853476446723894,-5.095995716262948,-898349.9087259118,2083753.8953099172,-1491051.9020179147,11.179754347953272,2.172993235335762,16.0,14.615932948487952,18.0,16.327583159364405,271578.48313827347,0.0,0.004010851645617041,17.321598553932194,0.060162774684255606,182393.17904362304,0.0,0.0024046683809635055,10.305254835883712,0.07214005142890516,13.231865896975902,16.0,14.655166318728803,18.0,7805504.085562268,0.0 
 01/01  05:00:00,0.2833333333333333,0.0,2.0,0.0,113.3474941191382,0.0,408050.97882889747,0.0,113.34749411913765,0.0,408050.9788288955,0.0,165.94488994650024,0.0,597401.6038074008,13.407832683919331,-1.2513493715174804,-270912.53791326244,647818.2936463195,-459365.4157797911,13.34192272907866,-1.2613504345950417,-318866.46674563136,670272.4788376873,-494569.4727916594,13.3261459313447,-1.436087537076948,-329163.41411014285,634880.7624094393,-482022.0882597911,14.579200798138737,15.40781606516436,602326.6500918935,-57682.979517537206,330004.81480471534,12.74842712129063,9.867000000000003,-1793417.383868395,3007072.7200187515,-2400245.051943573,13.179191305412127,-5.134640375706969,-1634641.098499657,4440475.3540569795,-3037558.2262783186,9.889104350973241,1.6607099067621789,9.889104350973213,1.6607099067621693,14.974423574323433,-1.4018884461213386,-413522.11342455033,585165.3067960648,-499343.71011030755,14.934409999467185,-1.3313876502514992,-201776.416950737,313959.35416404146,-257867.8855573893,14.918909592852012,-1.5092269677361976,-206938.81863337327,296451.67744758935,-251695.24804048133,15.40781606516436,14.579200798138737,-57682.97951387626,602326.650088079,-330004.8148009777,13.899102432863431,9.867000000000003,-1443221.7069490375,1337702.3145899193,-1390462.0107694783,14.825295189119316,-5.1939481459424774,-899917.1609006663,2162878.0552057666,-1531397.6080532162,11.097176399494865,1.9780434769465576,16.0,14.574891751759585,18.0,16.307397847075197,298539.0364461198,0.0,0.004351534790847479,18.80428528527907,0.06527302186271221,200213.5327255205,0.0,0.0026127383640233465,11.187359600102736,0.0783821509207004,13.149783503519165,16.0,14.614795694150397,18.0,8083946.0556346355,0.0 
 01/01  06:00:00,0.08333333333333333,0.0,2.0,0.0,114.44700543900922,0.0,412009.2195804331,0.0,114.4470054390098,0.0,412009.21958043525,0.0,167.60183119022903,0.0,603366.5922848245,13.349576289415161,-1.3689525110298117,-284069.0807933373,661661.7363332679,-472865.4085633026,13.284586027855996,-1.3744903221308487,-333190.23970260937,690300.861559402,-511745.5506310056,13.269439864392966,-1.5441631445894455,-343094.11813928676,655346.7126869591,-499220.4154131228,14.471270856200372,15.319499376738761,546983.29806628,-113766.79432231322,330375.0461942966,12.702909516763633,9.867000000000003,-1798473.3749913445,2832429.431810839,-2315451.4034010917,13.14042313956454,-5.21253300883131,-1639315.971937603,4207226.760767995,-2923271.3663527993,9.81303186163683,1.5106932355528027,9.813031861636773,1.5106932355527931,14.949988652891932,-1.5094201476106024,-413643.94177858165,607734.4202316126,-510689.1810050972,14.909400679048664,-1.4428127214077182,-202035.52160962607,324271.4513124531,-263153.4864610396,14.89447433294344,-1.615685104571817,-207010.17216334885,306987.49158257735,-256998.8318729631,15.319499376738761,14.471270856200372,-113766.79431845786,546983.2980625536,-330375.04619050573,13.88076601725289,9.867000000000003,-1430951.3501934872,1355431.5741679524,-1393191.4621807202,14.799133463155938,-5.2655080994568015,-901979.1283569667,2051120.5513100857,-1476549.8398335262,11.026656049396829,1.8244401832001433,16.0,14.547628888036101,18.0,16.28904786738524,335713.1917815661,0.0,0.004828012576558086,20.876362789697264,0.07242018864837128,224820.48991492658,0.0,0.0029028539843174946,12.420114571085715,0.08708561952952486,13.095257776072204,16.0,14.578095734770478,18.0,8314715.970584743,0.0 
 01/01  07:00:00,-0.11666666666666665,0.7999999999999999,2.0,0.0,128.91973782066017,0.0,464111.05615437665,0.0,128.91973782065952,0.0,464111.05615437427,0.0,168.65703254016023,0.0,607165.3171445768,14.272977333585294,-1.4823169375315042,-975825.7002581095,692159.3817110147,-833992.5409845621,14.211943700542504,-1.4895446021705252,-1125532.324749557,747116.9566913258,-936324.6407204415,14.197889724529183,-1.6537565909193201,-1135473.5864335818,712616.3842753783,-924044.9853544801,14.984276493451965,15.248964169986218,-718821.1341765947,-157920.05669863056,-280450.53873898205,13.953560656500356,9.867000000000003,-3039561.9872610886,2682108.573183155,-2860835.280222122,15.01744197367253,-5.316924551944741,-1976645.1103098737,4552552.23434948,-3264598.672329677,11.173753021804174,1.8070793309644937,11.173753021804155,1.8070793309644841,14.92798175513164,-1.623618161983786,-414710.0691533151,686985.0657861707,-550847.5674697428,14.886870385222894,-1.555234851910426,-202782.34223079507,353752.2506854235,-278267.2964581093,14.872476858926099,-1.7226867772907253,-207582.39260995243,336634.32964375644,-272108.3611268545,15.248964169986218,14.984276493451965,-157920.05669469948,-718821.1341802616,280450.5387427811,13.865110578280904,9.867000000000003,-1421078.1613972238,1368553.5411835955,-1394815.8512904097,14.776709643235568,-5.363808642620319,-904513.0384405031,2230584.1167729977,-1567548.5776067502,10.976593728379092,1.7148037597141297,20.0551698677483,17.21276922109845,18.0,16.273821478887886,399738.0787640154,0.0,0.004590805121005137,19.617172735905157,0.06886207681507706,213526.4349611627,0.0,0.0027230260200136074,11.670976184652433,0.08169078060040823,14.370368574448605,20.0,14.547642957775771,18.0,15785962.925394472,0.0 
 01/01  08:00:00,-0.25833333333333336,2.0,1.5999999999999999,0.0,136.53098113016034,0.0,491511.5320685772,0.0,136.53098113015955,0.0,491511.5320685743,0.0,171.15288301925455,0.0,616150.3788693164,15.513083116988739,-1.6122645411493082,-674463.4110194702,713912.763249709,-694188.0871345897,15.453419042868136,-1.6197526947872196,-777205.6512331227,752033.1011172293,-764619.376175176,15.440258648306708,-1.7791648582593609,-786472.1843497248,718976.9353738376,-752724.5598617812,15.624156914970103,15.234058624578424,-812012.589355147,-142833.99670625228,-334589.29632444744,14.542570758686432,9.867000000000003,-3533174.678184741,2603205.6898062644,-3068190.183995503,15.77833597055192,-5.407820024294171,-1931927.2843587236,4336460.289538336,-3134193.7869485305,11.845385222760854,1.8917207134068974,11.845385222760845,1.8917207134068879,14.901362120926679,-1.7508129815207394,-411246.49935299513,670970.9633836052,-541108.7313683002,14.859300596221766,-1.6819078302388917,-200970.24702946056,356824.60033838777,-278897.42368392413,14.845406318730317,-1.844539969650982,-205607.2803906399,340420.36264166917,-273013.8215161545,15.234058624578424,15.624156914970103,-142833.99670240103,-812012.5893588285,334589.29632821376,13.84006788490032,9.867000000000003,-1407575.1913018234,1377947.2742919633,-1392761.2327968935,14.744170622559892,-5.449003710224498,-906217.4084167576,2126337.9753114907,-1516277.691864124,10.88848673619058,1.509694078737785,20.000000000061124,17.59372006679257,18.0,16.259951096088304,474003.02039045526,0.0,0.005429166378315805,23.16362225691822,0.08143749567473708,254165.75693134387,0.0,0.0032241349633966303,13.780889190824764,0.09672404890189891,15.187440133524019,20.0,14.519902192176616,18.0,12537076.306950478,0.0 
 01/01  09:00:00,-0.35833333333333334,3.1999999999999997,0.6,0.0,116.21087967340732,0.0,418359.1668242664,0.0,116.21087967340641,0.0,418359.1668242631,0.0,160.5939429627622,0.0,578138.1946659439,15.987783367928856,-1.624947072372846,-521842.93700203614,343574.2420351982,-432708.58951861714,15.927027942830385,-1.6358526836783696,-605181.0796301182,392869.34674489254,-499025.21318750543,15.914483862620797,-1.853072981522476,-614596.0232457559,650309.9424311097,-632452.9828384329,15.939247772071338,15.044610321683066,-741446.8442102993,449785.3101699918,-595616.0771901456,14.765892005279518,9.867000000000003,-3688875.5375406146,2646281.6830658186,-3167578.6103032166,16.010461510446895,-5.4251662470143325,-1955012.078179087,3792080.1812126595,-2873546.1296958732,12.12059589385629,1.999075694675734,12.120595893856281,1.999075694675734,14.474343937609413,-1.8158073934241659,-79925.76449160198,608461.6951482609,-344193.72981993144,14.43306964779834,-1.6933494234363489,-36325.48887285207,178566.58221058061,-107446.03554171634,14.419256540600673,-1.913743267870359,-40664.788501587645,307342.0637729806,-174003.4261372841,15.044610321683066,15.939247772071338,449785.3101737858,-741446.8442141998,595616.0771939927,13.27332751620778,9.867000000000003,-1135057.7523520235,1383890.7584285848,-1259474.2553903044,13.861336246612966,-5.462713416556771,-834271.3046151922,1857272.672315455,-1345771.9884653236,10.234915949116166,1.251078885275452,20.0,17.745023287183958,16.099640108239683,15.041423227230439,500618.92237288185,0.0,0.005699770713345786,24.349688128427207,0.0854965607001868,240888.2338348142,0.0,0.00335690426633198,14.486523316912391,0.1007071279899594,15.490046574367915,20.0,13.983206346221193,16.0,9651440.496889694,0.0 
 01/01  10:00:00,0.12499999999999999,3.6,0.0,154.371140831155,0.0,555736.106992158,0.0,154.37114083115588,0.0,555736.1069921611,0.0,0.0,110.89202298224512,0.0,399211.28273608244,16.36993904885094,0.9617671779533362,-558136.238720707,-3380896.4992632456,1411380.1302712692,16.346419240801456,0.17478333906674845,-670281.9547548821,-2356858.209116967,843288.1271810426,16.334590188785295,-1.4683227820345806,-678479.4094135656,-162469.9642173965,-258004.7225980846,16.253655637799643,14.831284050093009,-914304.5546017223,554998.8888156115,-734651.7217086669,15.264506411038113,9.867000000000003,-4112799.8093984784,2754792.154318232,-3433795.9818583555,16.51977269347078,-4.8200047540082815,-2026340.7944578894,-2287220.7431575884,130439.97434984962,13.869073892299506,3.583965139167636,13.869073892299497,3.583965139167636,13.899070444126261,-1.4471285512361514,-222613.60455022205,-159816.2356946052,-31398.684427808417,13.863661151838265,0.12192445206565183,-109574.71076809672,-1195479.5598564963,542952.4245441998,13.85005324927603,-1.5236782203640324,-113900.13396874141,-98760.4277752272,-7569.853096757111,14.831284050093009,16.253655637799643,554998.8888194219,-914304.5546056123,734651.7217125171,13.030732794378672,9.867000000000003,-1041112.1486814981,1376767.1669413547,-1208939.6578114263,13.530815153675796,-4.8556632688042916,-852000.2163654577,-1185299.953507473,166649.8685710076,10.21750008113789,1.676176530348992,20.0,17.993577345785283,16.000000000000075,14.817728310977246,681125.5971220124,0.0,0.007976101112251471,33.99904361625761,0.1196415166837721,323496.2492051601,0.0,0.004689414070317768,20.227279113469717,0.14068242210953305,15.987154691570566,20.0,13.63545662195442,16.0,9312752.819173666,0.0 
